Star Rating,Review Title,Review Description
4.0 out of 5 stars,Performance,First time i have shifted from Android to IOS (iphone). After the usage of 1 month i am writing these lines regarding my iphone experience.It is very nice and classy and an outstanding look in hands .Feel something different on its use.Camera is goodDesign is charming.Battery lasts for a day after heavy use.Really hands feel different touch.I like its design and its performance.Read more
5.0 out of 5 stars,Delivery and item performance is superfine,Perfect to spection our orderRead more
1.0 out of 5 stars,Apple is too expensive fraud,Apple is fooling customers around. I don’t feel any change in my phone between iPhone 15 and iPhone 17 Pro Apple says there is a massive battery increase nothing. Apple is a company who wants to dig out one lakh rupees every year from customers pocket without giving anything extra.Read more
5.0 out of 5 stars,very good,i got 5000 rupees discount from amazon thank you amazonRead more
5.0 out of 5 stars,iPhone,Good product and product delivery also proffesionalRead more
5.0 out of 5 stars,Smooth AF,"UI so smooth, as a dove floats on a moonlit tranquil pond...Cameras so sharp, as a Ronin handles his sword...Speakers so thunderous, even the heavens rumble when one booms a chorus.Read more"
5.0 out of 5 stars,Genuine and Fast,"My first iPhone and I couldn’t ask for a better battery life, performance, camera and UI.I have purchased during Republic Day sale and was little anxious about the genuineness’s of the product but the seller lived up to the expectations.Read more"
5.0 out of 5 stars,Genuine product,Best and genuine product . Very fast delivery by amazon . Battery life is better than previous one…Read more
1.0 out of 5 stars,Brand New iPhone 17 Pro Max With Visible Dead Pixel – Replacement Denied Despite Proof,"The media could not be loaded.I purchased a brand new iPhone 17 Pro Max from Amazon, and within days of delivery the device started showing a visible red/dead pixel issue with intermittent flickering. The defect is clearly visible to the naked eye and appears across multiple screens and colors.I immediately followed the correct process and visited an Apple Authorized Service Center. The issue was officially recorded in their service report and even captured on video. However, after keeping the phone for two days, the service center verbally denied the issue and refused to issue a defective certificate, which Amazon requires for replacement.Because of this, I am now running out of my replacement window, despite the product being defective from the beginning. I had to take leave from work, visit the service center multiple times, and still ended up helpless.This is a premium flagship device, and such a defect on a brand new phone is unacceptable. Even more disappointing is how difficult it has been to get a fair replacement after following all official steps.I expected much better quality checks and post-sale support for a product of this price.Buyers beware: Please check your device very carefully immediately after delivery and be prepared for a long struggle if you receive a defective unit.Read more"
5.0 out of 5 stars,Nice,NiceRead more
5.0 out of 5 stars,Great user experience,Great user experience.Read more
5.0 out of 5 stars,Amazing and Fabulous,Amazing and FabulousRead more
5.0 out of 5 stars,Classy compact,A very good phone for those looking for a simple and compact phone. Looks and feels good for everyday use. No heating issues and very good battery life ! I’m genuinely happy with the purchaseRead more
5.0 out of 5 stars,A perfect premium smartphone for simple everyday use,"I got this phone for my mother. With so many brands and models launching every few months, choosing a phone has become unnecessarily confusing, especially with features most people don’t even need. I just wanted a good, premium, long-lasting device — and finally decided on the  IPhone 16e.For someone who mainly uses a phone for everyday communication and light social media, this is more than perfect. Phones nowadays have become too large to comfortably hold, but the 6.1-inch size is ideal and fits well in the hand. The display is sharp, battery life is solid, and overall she is very happy using it.The only thing I wish Apple had included is the Dynamic Island instead of the notch design. Other than that, for anyone who doesn’t do heavy tasks, the iPhone 16e is an excellent choice.Read more"
